2017-03-26 02:56:32,False,26.37,26.87,23.75,6557.0,0.0,353.20000,9.77517,Unknown,Unknown,Unknown,Unknown
2017-03-26 02:57:25,False,26.45,26.87,23.85,6556.0,0.0,353.20000,18.96383,Calm,Calm,Very Cloudy,Dry
2017-03-26 02:58:48,False,26.63,26.87,24.05,6554.0,0.0,350.29787,25.90420,Unknown,Unknown,Unknown,Unknown
2017-03-26 02:59:43,False,26.69,26.97,24.05,6554.0,0.0,347.43662,18.96383,Unknown,Unknown,Unknown,Unknown
2017-03-26 03:00:21,False,26.75,26.97,24.15,6554.0,0.0,350.29787,18.96383,Calm,Calm,Very Cloudy,Dry
2017-03-26 03:00:59,False,26.77,26.97,24.25,6553.0,0.0,347.43662,23.94917,Calm,Calm,Very Cloudy,Dry
2017-03-26 03:01:37,False,26.87,26.97,24.25,6552.0,0.0,350.29787,28.93451,Calm,Calm,Very Cloudy,Dry
2017-03-26 03:02:15,False,26.87,27.21,24.35,6551.0,0.0,350.29787,34.99511,Calm,Calm,Very Cloudy,Dry
2017-03-26 03:02:53,False,26.99,26.93,24.45,6551.0,0.0,353.20000,37.92766,Calm,Calm,Very Cloudy,Dry
2017-03-26 03:03:31,False,27.03,26.97,24.45,6550.0,0.0,344.61538,43.98827,Calm,Calm,Very Cloudy,Dry
2017-03-26 03:04:09,False,27.05,27.03,24.55,6550.0,0.0,350.29787,48.97361,Calm,Calm,Very Cloudy,Dry
2017-03-26 03:04:47,False,27.07,27.05,24.55,6548.0,0.0,331.08108,52.98143,Calm,Calm,Very Cloudy,Dry
2017-03-26 03:05:25,False,27.17,27.03,24.65,6548.0,0.0,333.71429,58.94428,Calm,Calm,Very Cloudy,Dry
2017-03-26 03:06:03,False,27.19,27.09,24.65,6548.0,0.0,331.08108,58.94428,Calm,Calm,Very Cloudy,Dry
2017-03-26 03:06:41,False,27.21,27.03,24.65,6548.0,0.0,331.08108,58.94428,Calm,Calm,Very Cloudy,Dry
2017-03-26 03:07:19,False,27.23,27.05,24.75,6548.0,0.0,331.08108,58.94428,Calm,Calm,Very Cloudy,Dry
2017-03-26 03:07:56,False,27.29,27.09,24.85,6548.0,0.0,328.48322,57.96676,Calm,Calm,Very Cloudy,Dry
2017-03-26 03:08:34,False,27.33,26.99,24.85,6547.0,0.0,331.08108,57.96676,Calm,Calm,Very Cloudy,Dry
2017-03-26 03:09:12,False,27.35,27.69,24.85,6546.0,0.0,347.43662,58.94428,Calm,Calm,Very Cloudy,Dry
2017-03-26 03:09:50,False,27.45,27.17,24.95,6544.0,0.0,323.39073,58.94428,Calm,Calm,Very Cloudy,Dry
